name,company,year,Price,kms_driven,fuel_type
Tata Sumo Gold FX BSIII,Tata,2013.0,215000.0,100000.0,Petrol
Tata Nano,Tata,2013.0,60000.0,7000.0,Petrol
Hyundai Elite i20,Hyundai,2017.0,599999.0,31000.0,Petrol
Hyundai i10 Magna 1.2 Kappa2,Hyundai,2009.0,400000.0,33000.0,Petrol
Hyundai Creta,Hyundai,2016.0,900000.0,60000.0,Diesel
Volkswagen Polo,Volkswagen,2013.0,299999.0,48000.0,Diesel
Maruti Suzuki Dzire,Maruti,2014.0,374999.0,33000.0,Petrol
Tata Bolt XM Petrol,Tata,2015.0,600000.0,15000.0,Petrol
Maruti Suzuki Alto 800 Lx,Maruti,2005.0,70000.0,47000.0,Petrol
Maruti Suzuki Alto,Maruti,2005.0,100000.0,40000.0,Petrol
Maruti Suzuki Ritz,Maruti,2010.0,150000.0,38000.0,Diesel
Maruti Suzuki Alto 800 Lxi,Maruti,2017.0,225000.0,12500.0,Petrol
Maruti Suzuki Dzire,Maruti,2009.0,210000.0,42000.0,Petrol
Hyundai i20 Asta,Hyundai,2014.0,425000.0,31000.0,Petrol
Maruti Suzuki Swift Select Variant,Maruti,2008.0,162000.0,60000.0,Diesel
Tata Indica V2 DLX BS III,Tata,2005.0,60000.0,80000.0,Diesel
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Mahindra,2014.0,650000.0,77000.0,Diesel
Toyota Innova 2.5 E 8 STR,Toyota,2012.0,750000.0,75000.0,Diesel
Mahindra Xylo E8,Mahindra,2010.0,375000.0,40000.0,Diesel
Hyundai i20 Magna 1.2,Hyundai,2011.0,230000.0,47000.0,Petrol
Maruti Suzuki Omni,Maruti,2000.0,35999.0,60000.0,Petrol
Mahindra KUV100,Mahindra,2016.0,380000.0,26500.0,Petrol
Mahindra KUV100 K8 6 STR,Mahindra,2019.0,560000.0,2875.0,Petrol
Datsun Go Plus,Datsun,2016.0,285000.0,13900.0,Petrol
Ford Endeavor 4x4 Thunder Plus,Ford,2019.0,2900000.0,9000.0,Diesel
Tata Indica V2,Tata,2005.0,39999.0,80000.0,Diesel
Hyundai Santro Xing GL,Hyundai,2006.0,85000.0,60000.0,Petrol
Maruti Suzuki Wagon R 1.0 VXi,Maruti,2016.0,395000.0,20000.0,Petrol
Maruti Suzuki Swift Select Variant,Maruti,2008.0,175000.0,58000.0,Diesel
Maruti Suzuki Alto 800 Lx,Maruti,2019.0,400000.0,1500.0,Petrol
Toyota Innova 2.5 Z Diesel 7 Seater,Toyota,2011.0,750000.0,75000.0,Diesel
Maruti Suzuki Alto 800,Maruti,2016.0,250000.0,2450.0,Petrol
Maruti Suzuki Alto AX,Maruti,2019.0,425000.0,1625.0,Petrol
Volkswagen Polo Highline1.2L P,Volkswagen,2017.0,525000.0,45000.0,Petrol
Mahindra Logan,Mahindra,2009.0,130000.0,65000.0,Diesel
Maruti Suzuki 800 Std BS III,Maruti,2000.0,30000.0,33400.0,Petrol
Mahindra Scorpio,Mahindra,2011.0,475000.0,60123.0,Diesel
Chevrolet Sail 1.2 LS,Chevrolet,2013.0,300000.0,28000.0,Petrol
Hyundai Santro AE GLS Audio,Hyundai,2003.0,60000.0,70000.0,Petrol
Maruti Suzuki Wagon R VXi Minor,Maruti,2006.0,100000.0,7000.0,Petrol
Hyundai Eon,Hyundai,2018.0,260000.0,25000.0,Petrol
Tata Manza,Tata,2015.0,100000.0,100000.0,Diesel
Toyota Etios G,Toyota,2013.0,265000.0,42000.0,Petrol
Toyota Qualis,Toyota,2003.0,180000.0,100000.0,Diesel
Hyundai Santro Xing,Hyundai,2004.0,45000.0,137495.0,Petrol
Tata Indica eV2 LS,Tata,2016.0,50500.0,91200.0,Diesel
Honda City 1.5 S MT,Honda,2009.0,270000.0,55000.0,Petrol
Tata Zest XE 75 PS Diesel,Tata,2017.0,290000.0,120000.0,Diesel
Mahindra Quanto C4,Mahindra,2013.0,325000.0,63000.0,Diesel
Tata Indigo eCS LX CR4 BS IV,Tata,2016.0,160000.0,104000.0,Diesel
Maruti Suzuki Swift Dzire,Maruti,2016.0,350000.0,146000.0,Diesel
Hyundai Elite i20,Hyundai,2011.0,290000.0,40000.0,Petrol
Hyundai i20 Select Variant,Hyundai,2011.0,290000.0,40000.0,Petrol
Chevrolet Tavera Neo,Chevrolet,2007.0,465000.0,100800.0,Diesel
Maruti Suzuki Dzire,Maruti,2016.0,325000.0,150000.0,Diesel
Hyundai Elite i20,Hyundai,2018.0,510000.0,2100.0,Petrol
Honda City VX Petrol,Honda,2016.0,860000.0,95000.0,Petrol
Maruti Suzuki Dzire,Maruti,2016.0,450000.0,2500.0,Diesel
Hyundai Getz,Hyundai,2006.0,125000.0,80000.0,Petrol
Mercedes Benz C Class 200 K MT,Mercedes,2006.0,500001.0,15000.0,Petrol
Maruti Suzuki Alto LXi BS III,Maruti,2005.0,95000.0,65000.0,Petrol
Skoda Fabia,Skoda,2009.0,110000.0,45000.0,Petrol
Maruti Suzuki Ritz VXI ABS,Maruti,2011.0,270000.0,50000.0,Petrol
Tata Indica V2 DLE BS III,Tata,2009.0,110000.0,30000.0,Diesel
Toyota Corolla Altis,Toyota,2009.0,300000.0,132000.0,Petrol
Tata Zest XM Diesel,Tata,2018.0,260000.0,27000.0,Diesel
Mahindra Quanto C8,Mahindra,2013.0,390000.0,40000.0,Diesel
